,Left_Context,Match,Right_Context,Merged_Context,Edited_Sentence,Edited_Parsing,Edited_Length,Edited_Targets,Edited_Targets_POS,Edited_branching,Edited_Targets_Branching,Edited_Entropy,Edited_Entropy_Cluster,Edited_Entropy_Markov,Edited_JS_Distance_Cluster,Translated_Sentence,Translated_Parsing,Translated_Length,Translated_branching,Translated_Targets_Branching,Translated_Target_Noun_Branching,Translated_Entropy,Translated_Entropy_Cluster,Translated_Entropy_Markov,Translated_JS_Distance_Cluster
154,"zaplanował, kiedy do holu",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],: mężczyzna w niezwykłym kapeluszu,"zaplanował, kiedy do holu wszedł mężczyzna : mężczyzna w niezwykłym kapeluszu",Do holu wszedł mężczyzna: mężczyzna w niezwykłym kapeluszu.,"[('Do', 'holu', 'case'), ('holu', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), (':', 'mężczyzna', 'punct'), ('mężczyzna', 'mężczyzna', 'appos'), ('w', 'kapeluszu', 'case'), ('niezwykłym', 'kapeluszu', 'amod'), ('kapeluszu', 'mężczyzna', 'nmod'), ('.', 'wszedł', 'punct')]",8,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'holu': 1, 'wszedł': 3, 'mężczyzna': 1, ':': 0, 'w': 0, 'niezwykłym': 0, 'kapeluszu': 2, '.': 0}","({wszedł: 3, mężczyzna: 1})",0.1950148918043671,1,-708.6878658136312,11.0,A man entered the hall: a man wearing an unusual hat.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'hall', 'det'), ('hall', 'entered', 'dobj'), (':', 'entered', 'punct'), ('a', 'man', 'det'), ('man', 'man', 'appos'), ('wearing', 'man', 'acl'), ('an', 'hat', 'det'), ('unusual', 'hat', 'amod'), ('hat', 'wearing', 'dobj'), ('.', 'entered', 'punct')]",11,"{'A': 0, 'man': 2, 'entered': 4, 'the': 0, 'hall': 1, ':': 0, 'a': 0, 'wearing': 1, 'an': 0, 'unusual': 0, 'hat': 2, '.': 0}","{'entered': 4, 'man': 2}",{'man': 2},0.5192986945498114,0,0.7350150459191938,1
155,. Chwilę później do pokoju,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w okularach i kraciastej koszuli,. Chwilę później do pokoju wszedł mężczyzna w okularach i kraciastej koszuli,Chwilę później do pokoju wszedł mężczyzna w okularach i kraciastej koszuli.,"[('Chwilę', 'wszedł', 'obl'), ('później', 'wszedł', 'advmod'), ('do', 'pokoju', 'case'), ('pokoju', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'okularach', 'case'), ('okularach', 'mężczyzna', 'nmod'), ('i', 'koszuli', 'cc'), ('kraciastej', 'koszuli', 'amod'), ('koszuli', 'okularach', 'conj'), ('.', 'wszedł', 'punct')]",11,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Chwilę': 0, 'później': 0, 'do': 0, 'pokoju': 1, 'wszedł': 5, 'mężczyzna': 1, 'w': 0, 'okularach': 2, 'i': 0, 'kraciastej': 0, 'koszuli': 2, '.': 0}","({wszedł: 5, mężczyzna: 1})",1.5503110044255402,0,-778.4725227863785,5.0,"A moment later, a man wearing glasses and a checked shirt entered the room.","[('A', 'moment', 'det'), ('moment', 'later', 'npadvmod'), ('later', 'entered', 'advmod'), (',', 'entered', 'punct'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('wearing', 'man', 'acl'), ('glasses', 'wearing', 'dobj'), ('and', 'glasses', 'cc'), ('a', 'shirt', 'det'), ('checked', 'shirt', 'amod'), ('shirt', 'glasses', 'conj'), ('entered', 'entered', 'ROOT'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",14,"{'A': 0, 'moment': 1, 'later': 1, ',': 0, 'a': 0, 'man': 2, 'wearing': 1, 'glasses': 2, 'and': 0, 'checked': 0, 'shirt': 2, 'entered': 5, 'the': 0, 'room': 1, '.': 0}","{'entered': 5, 'man': 2}",{'man': 2},0.4502759672341531,0,0.204473755499164,1
156,i do komnaty prędkim krokiem,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],otulony podbitym futrem płaszczem.,i do komnaty prędkim krokiem wszedł mężczyzna otulony podbitym futrem płaszczem.,Do komnaty prędkim krokiem wszedł mężczyzna otulony podbitym futrem płaszczem.,"[('Do', 'komnaty', 'case'), ('komnaty', 'wszedł', 'obl:arg'), ('prędkim', 'krokiem', 'amod'), ('krokiem', 'wszedł', 'iobj'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('otulony', 'mężczyzna', 'acl'), ('podbitym', 'płaszczem', 'acl'), ('futrem', 'podbitym', 'iobj'), ('płaszczem', 'otulony', 'iobj'), ('.', 'wszedł', 'punct')]",10,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'komnaty': 1, 'prędkim': 0, 'krokiem': 1, 'wszedł': 4, 'mężczyzna': 1, 'otulony': 1, 'podbitym': 1, 'futrem': 0, 'płaszczem': 1, '.': 0}","({wszedł: 4, mężczyzna: 1})",1.2314029067431949,4,-0.0025215484445058,3.0,A man wrapped in a fur-lined cloak quickly entered the room.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('wrapped', 'man', 'acl'), ('in', 'wrapped', 'prep'), ('a', 'cloak', 'det'), ('fur', 'lined', 'npadvmod'), ('-', 'lined', 'punct'), ('lined', 'cloak', 'amod'), ('cloak', 'in', 'pobj'), ('quickly', 'entered', 'advmod'), ('entered', 'entered', 'ROOT'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",11,"{'A': 0, 'man': 2, 'wrapped': 1, 'in': 1, 'a': 0, 'fur': 0, '-': 0, 'lined': 2, 'cloak': 2, 'quickly': 0, 'entered': 4, 'the': 0, 'room': 1, '.': 0}","{'entered': 4, 'man': 2}",{'man': 2},0.5618699840948961,0,-3.263948746483484,1
157,wahaniu barmanka. Do knajpy,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],o kulach. Miał czerwoną,wahaniu barmanka. Do knajpy wszedł mężczyzna o kulach. Miał czerwoną,Do knajpy wszedł mężczyzna o kulach.,"[('Do', 'knajpy', 'case'), ('knajpy', 'wszedł', 'obl:arg'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('o', 'kulach', 'case'), ('kulach', 'mężczyzna', 'nmod'), ('.', 'wszedł', 'punct')]",6,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'knajpy': 1, 'wszedł': 3, 'mężczyzna': 1, 'o': 0, 'kulach': 1, '.': 0}","({wszedł: 3, mężczyzna: 1})",0.5552758338112915,2,-119.2654461986448,11.0,A man on crutches entered the pub.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('on', 'man', 'prep'), ('crutches', 'on', 'pobj'), ('entered', 'entered', 'ROOT'), ('the', 'pub', 'det'), ('pub', 'entered', 'dobj'), ('.', 'entered', 'punct')]",7,"{'A': 0, 'man': 2, 'on': 1, 'crutches': 0, 'entered': 3, 'the': 0, 'pub': 1, '.': 0}","{'entered': 3, 'man': 2}",{'man': 2},0.3809326643374892,0,-0.5591318224648264,1
158,", kiedy w krąg światła",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w długich butach i gabardynowych,", kiedy w krąg światła wszedł mężczyzna w długich butach i gabardynowych",Wtedy w krąg światła wszedł mężczyzna w długich butach i gabardynowych spodniach. ,"[('Wtedy', 'wszedł', 'advmod'), ('w', 'krąg', 'case'), ('krąg', 'wszedł', 'obl'), ('światła', 'krąg', 'nmod:arg'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'butach', 'case'), ('długich', 'butach', 'amod'), ('butach', 'mężczyzna', 'nmod'), ('i', 'spodniach', 'cc'), ('gabardynowych', 'spodniach', 'amod'), ('spodniach', 'butach', 'conj'), ('.', 'wszedł', 'punct')]",12,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Wtedy': 0, 'w': 0, 'krąg': 2, 'światła': 0, 'wszedł': 4, 'mężczyzna': 1, 'długich': 0, 'butach': 3, 'i': 0, 'gabardynowych': 0, 'spodniach': 2, '.': 0}","({wszedł: 4, mężczyzna: 1})",0.8423186869746847,4,-772.5796696868046,6.0,Then a man in long boots and gabardine trousers entered the circle of light. ,"[('Then', 'entered', 'advmod'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('in', 'man', 'prep'), ('long', 'boots', 'amod'), ('boots', 'in', 'pobj'), ('and', 'boots', 'cc'), ('gabardine', 'trousers', 'amod'), ('trousers', 'boots', 'conj'), ('entered', 'entered', 'ROOT'), ('the', 'circle', 'det'), ('circle', 'entered', 'dobj'), ('of', 'circle', 'prep'), ('light', 'of', 'pobj'), ('.', 'entered', 'punct')]",14,"{'Then': 0, 'a': 0, 'man': 2, 'in': 1, 'long': 0, 'boots': 3, 'and': 0, 'gabardine': 0, 'trousers': 1, 'entered': 4, 'the': 0, 'circle': 2, 'of': 1, 'light': 0, '.': 0}","{'entered': 4, 'man': 2}",{'man': 2},0.1523540648652384,2,0.6569838494776977,1
159,całkowitą damę; za nią,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],lat około trzydziestu pięciu.,całkowitą damę; za nią wszedł mężczyzna lat około trzydziestu pięciu.,Za nią wszedł mężczyzna lat około trzydziestu pięciu.,"[('Za', 'nią', 'case'), ('nią', 'wszedł', 'obl:arg'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('lat', 'mężczyzna', 'nmod'), ('około', 'trzydziestu', 'case'), ('trzydziestu', 'lat', 'nmod'), ('pięciu', 'trzydziestu', 'flat'), ('.', 'wszedł', 'punct')]",8,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Za': 0, 'nią': 1, 'wszedł': 3, 'mężczyzna': 1, 'lat': 1, 'około': 0, 'trzydziestu': 2, 'pięciu': 0, '.': 0}","({wszedł: 3, mężczyzna: 1})",2.1041580263394137,3,-6.586572712092395,10.0,A man of about thirty-five entered behind her.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('of', 'man', 'prep'), ('about', 'five', 'advmod'), ('thirty', 'five', 'compound'), ('-', 'five', 'punct'), ('five', 'of', 'pobj'), ('entered', 'entered', 'ROOT'), ('behind', 'entered', 'prep'), ('her', 'behind', 'pobj'), ('.', 'entered', 'punct')]",8,"{'A': 0, 'man': 2, 'of': 1, 'about': 0, 'thirty': 0, '-': 0, 'five': 3, 'entered': 3, 'behind': 1, 'her': 0, '.': 0}","{'entered': 3, 'man': 2}",{'man': 2},0.3256047821092931,0,0.0824691650628321,6
160,otworzyły się i do pomieszczenia,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w szarej marynarce. Był,otworzyły się i do pomieszczenia wszedł mężczyzna w szarej marynarce. Był,Drzwi otworzyły się i do pomieszczenia wszedł mężczyzna w szarej marynarce.,"[('Drzwi', 'otworzyły', 'nsubj'), ('otworzyły', 'otworzyły', 'ROOT'), ('się', 'otworzyły', 'expl:pv'), ('i', 'wszedł', 'cc'), ('do', 'pomieszczenia', 'case'), ('pomieszczenia', 'wszedł', 'obl'), ('wszedł', 'otworzyły', 'conj'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'marynarce', 'case'), ('szarej', 'marynarce', 'amod'), ('marynarce', 'mężczyzna', 'nmod'), ('.', 'otworzyły', 'punct')]",11,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Drzwi': 0, 'otworzyły': 4, 'się': 0, 'i': 0, 'do': 0, 'pomieszczenia': 1, 'wszedł': 3, 'mężczyzna': 1, 'w': 0, 'szarej': 0, 'marynarce': 2, '.': 0}","({wszedł: 3, mężczyzna: 1})",1.5308807849693944,0,-12078.378190784337,11.0,The door opened and a man in a gray jacket entered the room.,"[('The', 'door', 'det'), ('door', 'opened', 'nsubj'), ('opened', 'opened', 'ROOT'), ('and', 'opened', 'cc'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('in', 'man', 'prep'), ('a', 'jacket', 'det'), ('gray', 'jacket', 'amod'), ('jacket', 'in', 'pobj'), ('entered', 'opened', 'conj'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",13,"{'The': 0, 'door': 1, 'opened': 3, 'and': 0, 'a': 0, 'man': 2, 'in': 1, 'gray': 0, 'jacket': 2, 'entered': 3, 'the': 0, 'room': 1, '.': 0}","{'entered': 3, 'man': 2, 'opened': 3}",{'man': 2},0.0874461011820811,2,-3.913462268555564,1
161,skrzypnięcie drzwi. Do budynku,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"z podwórza, prawdopodobnie woźny","skrzypnięcie drzwi. Do budynku wszedł mężczyzna z podwórza, prawdopodobnie woźny","Do budynku wszedł mężczyzna z podwórza, prawdopodobnie woźny.","[('Do', 'budynku', 'case'), ('budynku', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('z', 'podwórza', 'case'), ('podwórza', 'mężczyzna', 'nmod'), (',', 'woźny', 'punct'), ('prawdopodobnie', 'woźny', 'parataxis:insert'), ('woźny', 'mężczyzna', 'amod'), ('.', 'wszedł', 'punct')]",8,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'budynku': 1, 'wszedł': 3, 'mężczyzna': 2, 'z': 0, 'podwórza': 1, ',': 0, 'prawdopodobnie': 0, 'woźny': 2, '.': 0}","({wszedł: 3, mężczyzna: 2})",0.4451555698669902,2,-306.704678845082,6.0,"A man from the yard, probably a janitor, entered the building.","[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('from', 'man', 'prep'), ('the', 'yard', 'det'), ('yard', 'from', 'pobj'), (',', 'man', 'punct'), ('probably', 'janitor', 'advmod'), ('a', 'janitor', 'det'), ('janitor', 'man', 'appos'), (',', 'man', 'punct'), ('entered', 'entered', 'ROOT'), ('the', 'building', 'det'), ('building', 'entered', 'dobj'), ('.', 'entered', 'punct')]",11,"{'A': 0, 'man': 5, 'from': 1, 'the': 0, 'yard': 1, ',': 0, 'probably': 0, 'a': 0, 'janitor': 2, 'entered': 3, 'building': 1, '.': 0}","{'entered': 3, 'man': 5}",{'man': 5},0.521344090067227,0,0.0802737305457432,1
162,los prowadził? Do kawiarni,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Znałam go wcześniej,los prowadził? Do kawiarni wszedł mężczyzna . Znałam go wcześniej,Do kawiarni wszedł mężczyzna.,"[('Do', 'kawiarni', 'case'), ('kawiarni', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('.', 'wszedł', 'punct')]",4,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'kawiarni': 1, 'wszedł': 3, 'mężczyzna': 0, '.': 0}","({wszedł: 3, mężczyzna: 0})",0.4728158254945006,2,0.1923173459224977,10.0,A man entered the cafe.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'cafe', 'det'), ('cafe', 'entered', 'dobj'), ('.', 'entered', 'punct')]",5,"{'A': 0, 'man': 1, 'entered': 3, 'the': 0, 'cafe': 1, '.': 0}","{'entered': 3, 'man': 1}",{'man': 1},0.1116032507873968,2,0.0802737305457432,1
163,się otworzyły. Do restauracji,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],w mundurze. Stanął obok,się otworzyły. Do restauracji wszedł mężczyzna w mundurze. Stanął obok,Do restauracji wszedł mężczyzna w mundurze.,"[('Do', 'restauracji', 'case'), ('restauracji', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'mundurze', 'case'), ('mundurze', 'mężczyzna', 'nmod'), ('.', 'wszedł', 'punct')]",6,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'restauracji': 1, 'wszedł': 3, 'mężczyzna': 1, 'w': 0, 'mundurze': 1, '.': 0}","({wszedł: 3, mężczyzna: 1})",0.2006371205042322,1,-725.096500025793,6.0,A man in a uniform entered the restaurant.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('in', 'man', 'prep'), ('a', 'uniform', 'det'), ('uniform', 'in', 'pobj'), ('entered', 'entered', 'ROOT'), ('the', 'restaurant', 'det'), ('restaurant', 'entered', 'dobj'), ('.', 'entered', 'punct')]",8,"{'A': 0, 'man': 2, 'in': 1, 'a': 0, 'uniform': 1, 'entered': 3, 'the': 0, 'restaurant': 1, '.': 0}","{'entered': 3, 'man': 2}",{'man': 2},0.5749753296071162,0,-2.072245898797144,1
164,przy zmarłej do domu żałobnego,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Ludzie podobno rozpoznali w,przy zmarłej do domu żałobnego wszedł mężczyzna . Ludzie podobno rozpoznali w,Podczas czuwania przy przy zmarłej do domu żałobnego wszedł mężczyzna.,"[('Podczas', 'czuwania', 'case'), ('czuwania', 'wszedł', 'obl'), ('przy', 'zmarłej', 'case'), ('przy', 'zmarłej', 'case'), ('zmarłej', 'wszedł', 'obl'), ('do', 'domu', 'case'), ('domu', 'zmarłej', 'obl'), ('żałobnego', 'domu', 'amod'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('.', 'wszedł', 'punct')]",10,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Podczas': 0, 'czuwania': 1, 'przy': 0, 'zmarłej': 3, 'do': 0, 'domu': 2, 'żałobnego': 0, 'wszedł': 4, 'mężczyzna': 0, '.': 0}","({wszedł: 4, mężczyzna: 0})",0.8620657868629164,4,-24.00387303744921,9.0,"During the wake for the deceased, a man entered the funeral home.","[('During', 'entered', 'prep'), ('the', 'wake', 'det'), ('wake', 'During', 'pobj'), ('for', 'wake', 'prep'), ('the', 'deceased', 'det'), ('deceased', 'for', 'pobj'), (',', 'entered', 'punct'), ('a', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'home', 'det'), ('funeral', 'home', 'compound'), ('home', 'entered', 'dobj'), ('.', 'entered', 'punct')]",12,"{'During': 1, 'the': 0, 'wake': 2, 'for': 1, 'deceased': 1, ',': 0, 'a': 0, 'man': 1, 'entered': 5, 'funeral': 0, 'home': 2, '.': 0}","{'entered': 5, 'man': 1}",{'man': 1},0.0528842998653103,2,0.6561500219688828,1
165,80-letniego mieszkańca ul. Legionów,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],. Zajął gospodarza rozmową na,80-letniego mieszkańca ul. Legionów wszedł mężczyzna . Zajął gospodarza rozmową na,Do domu 80-letniego mieszkańca ul. Legionów wszedł mężczyzna.,"[('Do', 'domu', 'case'), ('domu', 'mieszkańca', 'nmod'), ('80', 'mieszkańca', 'amod'), ('-', 'mieszkańca', 'amod'), ('letniego', 'mieszkańca', 'amod'), ('mieszkańca', 'wszedł', 'obl'), ('ul', 'mieszkańca', 'nmod'), ('.', 'ul', 'punct'), ('Legionów', 'ul', 'nmod'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('.', 'wszedł', 'punct')]",8,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'domu': 1, '80': 0, '-': 0, 'letniego': 0, 'mieszkańca': 5, 'ul': 2, '.': 0, 'Legionów': 0, 'wszedł': 3, 'mężczyzna': 0}","({wszedł: 3, mężczyzna: 0})",1.7265549769498625,3,0.5223482734438822,6.0,A man entered the house of an 80-year-old resident of Legionw Street.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'house', 'det'), ('house', 'entered', 'dobj'), ('of', 'house', 'prep'), ('an', 'resident', 'det'), ('80', 'year', 'nummod'), ('-', 'year', 'punct'), ('year', 'old', 'npadvmod'), ('-', 'old', 'punct'), ('old', 'resident', 'amod'), ('resident', 'of', 'pobj'), ('of', 'resident', 'prep'), ('Legionów', 'Street', 'compound'), ('Street', 'of', 'pobj'), ('.', 'entered', 'punct')]",12,"{'A': 0, 'man': 1, 'entered': 3, 'the': 0, 'house': 2, 'of': 1, 'an': 0, '80': 0, '-': 0, 'year': 2, 'old': 2, 'resident': 3, 'Legionów': 0, 'Street': 1, '.': 0}","{'entered': 3, 'man': 1}",{'man': 1},0.5469404142638425,0,0.080401815294067,1
166,"zamknięciem banku, do środka",wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],"w kominiarce, przystawił jednej","zamknięciem banku, do środka wszedł mężczyzna w kominiarce, przystawił jednej",Do środka wszedł mężczyzna w kominiarce.,"[('Do', 'środka', 'case'), ('środka', 'wszedł', 'obl'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('w', 'kominiarce', 'case'), ('kominiarce', 'mężczyzna', 'nmod'), ('.', 'wszedł', 'punct')]",6,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'środka': 1, 'wszedł': 3, 'mężczyzna': 1, 'w': 0, 'kominiarce': 1, '.': 0}","({wszedł: 3, mężczyzna: 1})",0.20215414148395,1,-725.0583902383752,9.0,A man wearing a balaclava entered the room.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('wearing', 'man', 'acl'), ('a', 'balaclava', 'det'), ('balaclava', 'wearing', 'dobj'), ('entered', 'entered', 'ROOT'), ('the', 'room', 'det'), ('room', 'entered', 'dobj'), ('.', 'entered', 'punct')]",8,"{'A': 0, 'man': 2, 'wearing': 1, 'a': 0, 'balaclava': 1, 'entered': 3, 'the': 0, 'room': 1, '.': 0}","{'entered': 3, 'man': 2}",{'man': 2},0.5136832078982094,0,0.0802737305457432,1
167,ul. Rycerskiej do mieszkania,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],pod pozorem naprawy kranu.,ul. Rycerskiej do mieszkania wszedł mężczyzna pod pozorem naprawy kranu.,Do mieszkania ul. Rycerskiej do mieszkania wszedł mężczyzna pod pozorem naprawy kranu.,"[('Do', 'mieszkania', 'case'), ('mieszkania', 'wszedł', 'obl'), ('ul', 'mieszkania', 'nmod'), ('.', 'ul', 'punct'), ('Rycerskiej', 'mieszkania', 'advmod:emph'), ('do', 'mieszkania', 'case'), ('mieszkania', 'ul', 'nmod'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('pod', 'pozorem', 'case'), ('pozorem', 'mężczyzna', 'nmod'), ('naprawy', 'pozorem', 'nmod:arg'), ('kranu', 'naprawy', 'nmod:arg'), ('.', 'wszedł', 'punct')]",12,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'mieszkania': 2, 'ul': 2, '.': 0, 'Rycerskiej': 0, 'do': 0, 'wszedł': 3, 'mężczyzna': 1, 'pod': 0, 'pozorem': 2, 'naprawy': 1, 'kranu': 0}","({wszedł: 3, mężczyzna: 1})",0.9657551348291724,4,12.770651831576584,6.0,A man entered the apartment on Rycerska Street under the pretext of repairing a tap.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('entered', 'entered', 'ROOT'), ('the', 'apartment', 'det'), ('apartment', 'entered', 'dobj'), ('on', 'entered', 'prep'), ('Rycerska', 'Street', 'compound'), ('Street', 'on', 'pobj'), ('under', 'entered', 'prep'), ('the', 'pretext', 'det'), ('pretext', 'under', 'pobj'), ('of', 'pretext', 'prep'), ('repairing', 'of', 'pcomp'), ('a', 'tap', 'det'), ('tap', 'repairing', 'dobj'), ('.', 'entered', 'punct')]",15,"{'A': 0, 'man': 1, 'entered': 5, 'the': 0, 'apartment': 1, 'on': 1, 'Rycerska': 0, 'Street': 1, 'under': 1, 'pretext': 2, 'of': 1, 'repairing': 1, 'a': 0, 'tap': 1, '.': 0}","{'entered': 5, 'man': 1}",{'man': 1},1.2199319464609897,1,0.2694465696389541,1
168,budynku pocztowego w Drawskim Młynie,wszedł[wejść:praet:sg:m1:perf]mężczyzna[mężczyzna:subst:sg:nom:m1],ubrany na czarno i z,budynku pocztowego w Drawskim Młynie wszedł mężczyzna ubrany na czarno i z,Do budynku pocztowego w Drawskim Młynie wszedł mężczyzna ubrany na czarno.,"[('Do', 'budynku', 'case'), ('budynku', 'wszedł', 'obl'), ('pocztowego', 'budynku', 'acl'), ('w', 'Młynie', 'case'), ('Drawskim', 'Młynie', 'amod:flat'), ('Młynie', 'budynku', 'nmod'), ('wszedł', 'wszedł', 'ROOT'), ('mężczyzna', 'wszedł', 'nsubj'), ('ubrany', 'mężczyzna', 'acl'), ('na', 'czarno', 'case'), ('czarno', 'ubrany', 'advmod'), ('.', 'wszedł', 'punct')]",11,"('wszedł', 'mężczyzna')","('[wejść:praet:sg:m1:perf]', '[mężczyzna:subst:sg:nom:m1]')","{'Do': 0, 'budynku': 3, 'pocztowego': 0, 'w': 0, 'Drawskim': 0, 'Młynie': 2, 'wszedł': 3, 'mężczyzna': 1, 'ubrany': 1, 'na': 0, 'czarno': 1, '.': 0}","({wszedł: 3, mężczyzna: 1})",1.0451681758422962,4,-9.532614777098098,3.0,A man dressed in black entered the post office building in Drawski Myn.,"[('A', 'man', 'det'), ('man', 'entered', 'nsubj'), ('dressed', 'man', 'acl'), ('in', 'dressed', 'prep'), ('black', 'in', 'pobj'), ('entered', 'entered', 'ROOT'), ('the', 'building', 'det'), ('post', 'building', 'compound'), ('office', 'building', 'compound'), ('building', 'entered', 'dobj'), ('in', 'entered', 'prep'), ('Drawski', 'Młyn', 'compound'), ('Młyn', 'in', 'pobj'), ('.', 'entered', 'punct')]",13,"{'A': 0, 'man': 2, 'dressed': 1, 'in': 1, 'black': 0, 'entered': 4, 'the': 0, 'post': 0, 'office': 0, 'building': 3, 'Drawski': 0, 'Młyn': 1, '.': 0}","{'entered': 4, 'man': 2}",{'man': 2},0.7442855975449518,3,0.0830570906341438,1
